,KSG,BannMI,uBannMI,NMI,WMI
0.1,0.10610893093262282,0.02263597641330296,0.028447774104552192,0.05196548523939839,0.9637449050407502
0.2,0.10949729830856358,0.022356545276705716,0.029840820677904174,0.07517889053581371,0.9392694249385651
0.30000000000000004,0.08941829531513448,0.027313986728645757,0.03315633002318056,0.09187735886649269,0.7194843221843138
0.4,0.15585989299639713,0.028816149729334047,0.024583412921999722,0.05848692900328623,1.370935515216373
0.5,0.06879794908630851,0.019070157438293028,0.022040471649586852,0.0529715054299398,0.6082290501836713
0.6,0.15961301946271816,0.025280165831613823,0.03086837332454267,0.0692887994524661,1.690426967908217
0.7000000000000001,0.16210578682778903,0.02958309869604136,0.03871218404125227,0.15856955501138173,1.8527060022905864
0.8,0.1265125190791513,0.029401995315130443,0.02859770254712311,0.08404084823445196,1.2824891335515194
0.9,0.06994110080879805,0.026525973699126442,0.0332819420934829,0.10463942802963766,0.6522527293460627
