,BannMI,uBannMI,KSG,NMI,WMI
0,0.019480243650755676,0.034645175477555495,0.03111984306435002,0.06915050028806213,0.019022555102874962
1,0.021314459126654795,0.02579143823681655,0.03882960973071933,0.07243096574197415,0.022085701549554547
2,0.021759563630764187,0.03346343810849752,0.05662054517341975,0.11494167722716958,0.02553001570213256
3,0.020518549670060917,0.03170191280361164,0.042534576755427884,0.09837833471391191,0.019138603481718464
4,0.024285362721365385,0.03130389220637842,0.046657517585316555,0.1789616125979829,0.017367501435753645
5,0.024973005021519657,0.03198217153733719,0.03614538515189866,0.12034727043860668,0.019769206039158056
6,0.020329244174601878,0.030086758285456153,0.04610601273113277,0.143736647641612,0.027720536794384687
7,0.026092450826534847,0.036999708657167424,0.046924244271577834,0.1392148007659164,0.03529944167212303
