,KSG,BannMI,uBannMI,NMI,WMI,truth
0.1,0.13900606816195263,0.1923977444035295,0.19604155248951607,0.2264331522809916,0.8868159366910271,0.004001300786540387
0.2,0.1586733165741158,0.19280011898613714,0.20544098598076194,0.2574518306899083,0.9098721654166634,0.013527274507061565
0.30000000000000004,0.14423668760076555,0.18935698041635,0.21109302229160715,0.2495105553632824,0.8884549770667346,0.02654550529953532
0.4,0.15342881837485947,0.1917335090185664,0.21154212015138135,0.2484132571011196,0.974803841710098,0.04204220117276109
0.5,0.15352394284495305,0.20681282710098695,0.21220490737216932,0.2579303811647274,0.9211336035976113,0.05944637626703063
0.6,0.2017081570980163,0.20911132196459095,0.22323998096888978,0.2737485081532752,1.2076379566834614,0.07842273559767125
0.7000000000000001,0.19723610420911236,0.2123377121806479,0.232673125079261,0.2976291196356107,1.2879628163165144,0.09878270671572444
0.8,0.2047078223033345,0.2227287527788898,0.240762750031782,0.3253783599362944,1.1148008880956575,0.12044722390950435
0.9,0.17206204582123633,0.22879222775975905,0.25138219908528275,0.31697529482417014,0.7993692800018861,0.14344519020012692
